Area Fips,State Name,Annual Avg Emplvl,Annual Avg Estabs,Annual Avg Wkly Wage,Avg Annual Pay,Total Annual Wages
42081,Pennsylvania,49795,3032,1068,55535,2765362305
42055,Pennsylvania,60414,3466,1068,55554,3356224758
42063,Pennsylvania,27793,1921,1072,55756,1549658673
42079,Pennsylvania,145190,7474,1075,55901,8116297211
42129,Pennsylvania,129350,9132,1087,56519,7310758851
42053,Pennsylvania,1873,144,1110,57723,108138683
42057,Pennsylvania,5395,315,1115,57966,312704588
42119,Pennsylvania,17546,1018,1131,58821,1032052833
42007,Pennsylvania,48481,3586,1131,58825,2851913286
42071,Pennsylvania,252045,14605,1153,59966,15114088446
42015,Pennsylvania,22333,1525,1156,60112,1342500282
42095,Pennsylvania,120976,7088,1160,60298,7294612515
42131,Pennsylvania,9420,714,1180,61337,577801570
42133,Pennsylvania,182614,9389,1201,62427,11400088716
42027,Pennsylvania,68578,3610,1208,62822,4308164285
42011,Pennsylvania,173692,8917,1223,63608,11048128746
42017,Pennsylvania,274632,21271,1249,64953,17838118079
42041,Pennsylvania,137668,6995,1253,65149,8968954799
42019,Pennsylvania,88461,5418,1261,65579,5801133698
42059,Pennsylvania,11661,800,1297,67466,786728344
42043,Pennsylvania,190296,7552,1308,68012,12942373189
42077,Pennsylvania,200548,8954,1352,70311,14100750556
42000,Pennsylvania,6019836,388411,1379,71724,431766091531
42125,Pennsylvania,87434,5697,1391,72319,6323124418
42045,Pennsylvania,218536,14424,1407,73172,15990706766
42003,Pennsylvania,670637,36316,1506,78297,52508635103
42101,Pennsylvania,714504,33641,1600,83187,59437354521
42093,Pennsylvania,16945,490,1616,84031,1423915085
42029,Pennsylvania,251284,16598,1690,87886,22084271622
42091,Pennsylvania,505821,28922,1700,88412,44720416717
42999,Pennsylvania,316339,56220,2263,117697,37232175584
44001,Rhode Island,15186,2349,1127,58617,890135669
44009,Rhode Island,59183,5814,1206,62700,3710808954
44003,Rhode Island,75845,6935,1212,63016,4779475883
44000,Rhode Island,495179,49013,1313,68289,33815492102
44005,Rhode Island,42622,4446,1320,68656,2926262593
44007,Rhode Island,288107,24426,1324,68852,19836717930
44999,Rhode Island,14235,5042,2259,117462,1672091073
45027,South Carolina,6694,647,792,41194,275756911
45033,South Carolina,9504,531,807,41958,398767067
45065,South Carolina,2064,304,816,42438,87591418
45011,South Carolina,4864,427,834,43379,211012053
45067,South Carolina,7064,469,898,46706,329940133
45081,South Carolina,4733,300,900,46825,221632109
45009,South Carolina,3556,307,904,46983,167082561
45051,South Carolina,144489,12484,924,48046,6942061275
45029,South Carolina,10285,916,926,48150,495208114
45021,South Carolina,18064,988,928,48261,871781016
45087,South Carolina,7424,490,933,48510,360117257
45071,South Carolina,14366,928,943,49024,704287101
45055,South Carolina,18335,1568,944,49084,899964737
45025,South Carolina,14200,792,946,49211,698827620
45001,South Carolina,5772,444,949,49349,284834878
45089,South Carolina,6318,640,953,49566,313167391
45061,South Carolina,3667,310,954,49604,181906206
45043,South Carolina,26006,2442,968,50335,1309002347
45049,South Carolina,4867,418,976,50768,247065568
45059,South Carolina,20195,1049,992,51561,1041262683
45007,South Carolina,72695,4568,995,51737,3761007218
45037,South Carolina,6014,459,1013,52678,316822348
45041,South Carolina,68848,3740,1017,52861,3639362314
45085,South Carolina,35179,2305,1024,53273,1874115475
45047,South Carolina,27679,1569,1025,53318,1475773234
45035,South Carolina,41444,3549,1030,53559,2219683395
45077,South Carolina,39859,2956,1035,53824,2145375453
45069,South Carolina,5591,334,1036,53857,301130055
45053,South Carolina,10961,952,1036,53877,590544945
45005,South Carolina,2515,178,1040,54102,136067395
45075,South Carolina,27859,1850,1044,54283,1512292746
45013,South Carolina,71044,7748,1053,54768,3890961931
45063,South Carolina,132596,8854,1077,56005,7425966771
45031,South Carolina,20044,1246,1114,57913,1160811282
45073,South Carolina,25478,2024,1115,57970,1476961329
45023,South Carolina,10409,671,1124,58462,608530640
45083,South Carolina,155484,8388,1145,59564,9261291055
45017,South Carolina,4558,287,1170,60842,277299759
45000,South Carolina,2284611,190505,1173,61011,139385991843
45091,South Carolina,104775,9065,1174,61068,6398416304
45039,South Carolina,6051,432,1192,62001,375160672
45079,South Carolina,227771,12736,1207,62784,14300384610
45045,South Carolina,296981,20298,1216,63216,18774024460
45003,South Carolina,65165,3807,1218,63331,4126945912
45057,South Carolina,28110,2236,1241,64550,1814521598
45015,South Carolina,66943,5143,1312,68211,4566255150
45019,South Carolina,278476,22449,1313,68271,19011724014
45999,South Carolina,119613,36208,1914,99515,11903293333
46075,South Dakota,388,60,679,35332,13717653
46095,South Dakota,328,44,709,36865,12079364
46085,South Dakota,1369,143,725,37710,51618975
46053,South Dakota,1586,230,767,39901,63269848
46015,South Dakota,2007,256,791,41127,82558505
46071,South Dakota,691,83,794,41313,28564506
46111,South Dakota,640,90,800,41586,26604688
46105,South Dakota,1119,139,803,41738,46701469
46089,South Dakota,560,97,804,41808,23402252
46003,South Dakota,812,102,805,41846,33982692
46007,South Dakota,846,98,818,42513,35944509
46049,South Dakota,688,126,818,42528,29241235
46097,South Dakota,805,108,837,43524,35022275
46059,South Dakota,1449,171,845,43934,63671587
46021,South Dakota,439,75,863,44880,19698584
46037,South Dakota,1955,268,863,44886,87766755
46109,South Dakota,3559,315,871,45278,161152791
46043,South Dakota,1028,133,877,45589,46888705
46019,South Dakota,2940,474,881,45795,134622327
46107,South Dakota,821,145,890,46301,38001452
46009,South Dakota,1713,239,892,46372,79415385
46063,South Dakota,444,68,897,46625,20705364
46125,South Dakota,2389,344,897,46661,111468944
46025,South Dakota,1194,188,899,46772,55861185
46129,South Dakota,2033,252,899,46774,95098410
46117,South Dakota,1327,153,904,46989,62339319
46033,South Dakota,2677,421,913,47494,127150338
46055,South Dakota,780,111,914,47525,37085714
46073,South Dakota,1559,106,915,47603,74201300
46023,South Dakota,3548,377,916,47616,168932799
46077,South Dakota,1814,265,920,47846,86795974
46031,South Dakota,755,68,927,48202,36376496
46067,South Dakota,2756,306,931,48418,133440212
46027,South Dakota,6066,471,941,48924,296746394
46121,South Dakota,2946,108,949,49365,145412683
46123,South Dakota,2331,263,954,49583,115591054
46081,South Dakota,13566,1630,965,50201,681040901
46005,South Dakota,8574,690,971,50493,432902656
46087,South Dakota,1338,246,973,50576,67687204
46017,South Dakota,538,27,980,50972,27422959
46041,South Dakota,2447,156,982,51085,124997162
46115,South Dakota,2310,272,983,51117,118097375
46047,South Dakota,2516,352,985,51214,128832064
46061,South Dakota,626,106,998,51885,32471071
46045,South Dakota,1214,186,1000,52001,63116447
46029,South Dakota,17261,1431,1003,52139,899994387
46137,South Dakota,252,29,1005,52274,13186098
46039,South Dakota,1536,200,1023,53171,81644746
46101,South Dakota,2561,218,1023,53179,136170216
46035,South Dakota,12546,835,1025,53296,668673207
46102,South Dakota,3797,136,1030,53583,203442903
46013,South Dakota,19808,1522,1047,54430,1078161481
46051,South Dakota,3854,382,1048,54491,209981579
46069,South Dakota,533,74,1059,55079,29348147
46091,South Dakota,1681,212,1060,55097,92595006
46119,South Dakota,679,97,1068,55514,37703361
46057,South Dakota,2629,279,1068,55544,146019420
46135,South Dakota,13091,864,1068,55512,726720526
46079,South Dakota,5221,492,1092,56802,296542510
46011,South Dakota,19246,1382,1096,56994,1096896760
46093,South Dakota,8600,1056,1101,57255,492412789
46103,South Dakota,62114,5799,1102,57286,3558227647
46000,South Dakota,458558,40306,1121,58306,26736709306
46065,South Dakota,10867,941,1187,61739,670910371
46083,South Dakota,29694,2515,1252,65125,1933814617
46099,South Dakota,138556,9989,1252,65100,9020031980
46127,South Dakota,9633,878,1409,73276,705855653
46999,South Dakota,2912,412,1854,96394,280676320
47067,Tennessee,1013,114,660,34323,34771891
47027,Tennessee,1388,162,736,38261,53116405
47061,Tennessee,2070,246,758,39399,81546430
47175,Tennessee,919,83,762,39600,36375448
47137,Tennessee,942,121,776,40357,37999514
47151,Tennessee,5869,456,799,41563,243940478
47049,Tennessee,5768,409,800,41622,240093720
47139,Tennessee,2759,340,807,41945,115721491
47083,Tennessee,1443,148,839,43652,63008502
47155,Tennessee,53730,3560,841,43711,2348584852
47013,Tennessee,9359,748,846,44011,411921911
47023,Tennessee,3986,325,847,44062,175650557
47153,Tennessee,3622,316,854,44394,160807135
47109,Tennessee,5600,544,861,44747,250606320
47183,Tennessee,10673,674,863,44884,479031255
47129,Tennessee,3618,245,864,44908,162476181
47185,Tennessee,7157,595,867,45063,322526377
47029,Tennessee,7903,594,873,45422,358967914
47035,Tennessee,19316,1576,878,45674,882227906
47005,Tennessee,4264,381,880,45755,195106853
47099,Tennessee,11816,931,880,45770,540801941
47025,Tennessee,8786,601,882,45889,403156715
47135,Tennessee,1638,163,887,46146,75583756
47087,Tennessee,1523,222,889,46206,70367257
47133,Tennessee,5672,469,892,46368,263010989
47181,Tennessee,4052,296,895,46559,188641858
47039,Tennessee,3565,299,896,46601,166151874
47077,Tennessee,8429,614,908,47219,397996734
47015,Tennessee,2339,299,912,47444,110983794
47019,Tennessee,12025,880,915,47576,572096487
47017,Tennessee,7603,572,916,47607,361966466
47079,Tennessee,11772,834,918,47711,561653506
47131,Tennessee,12200,751,922,47932,584742574
47095,Tennessee,1452,114,926,48138,69912767
47173,Tennessee,2931,298,937,48737,142867908
47097,Tennessee,6312,377,937,48715,307476745
47007,Tennessee,2392,189,940,48862,116890257
47041,Tennessee,5388,467,940,48873,263341509
47053,Tennessee,14908,1122,942,48973,730100436
47123,Tennessee,15485,958,949,49323,763784061
47101,Tennessee,3303,290,961,49960,165038212
47071,Tennessee,8376,640,965,50188,420396445
47111,Tennessee,5468,427,967,50310,275113426
47167,Tennessee,11848,962,967,50303,596012078
47141,Tennessee,39664,2565,968,50328,1996201174
47177,Tennessee,13037,1011,969,50373,656710365
47103,Tennessee,10289,804,973,50594,520564344
47059,Tennessee,25076,1573,973,50588,1268521946
47115,Tennessee,8355,588,979,50930,425529404
47107,Tennessee,17207,1098,979,50929,876337934
47063,Tennessee,33531,1568,980,50942,1708160963
47055,Tennessee,9906,721,981,51003,505213087
47081,Tennessee,4072,397,983,51127,208161696
47069,Tennessee,6576,398,991,51533,338852274
47043,Tennessee,18872,1422,995,51716,975964262
47125,Tennessee,64469,4831,1002,52099,3358765699
47169,Tennessee,2127,177,1018,52950,112633549
47051,Tennessee,11619,1017,1019,52979,615558800
47159,Tennessee,5040,418,1023,53195,268074908
47091,Tennessee,4274,378,1031,53592,229047297
47117,Tennessee,9579,754,1033,53723,514588020
47003,Tennessee,18134,1069,1034,53753,974754168
47045,Tennessee,16858,908,1045,54348,916196535
47011,Tennessee,40665,2478,1046,54379,2211321190
47057,Tennessee,4301,378,1047,54454,234210566
47105,Tennessee,17644,1455,1047,54420,960171859
47033,Tennessee,4010,301,1050,54619,219037424
47147,Tennessee,22975,1676,1060,55121,1266388337
47073,Tennessee,12055,876,1065,55373,667545312
47089,Tennessee,14061,1038,1071,55672,782830373
47179,Tennessee,63746,3896,1072,55766,3554898383
47121,Tennessee,1933,164,1073,55796,107857512
47171,Tennessee,5042,338,1095,56936,287054046
47047,Tennessee,8093,823,1098,57079,461944182
47143,Tennessee,11990,635,1099,57168,685425275
47189,Tennessee,65504,4714,1109,57691,3778970774
47113,Tennessee,60967,2988,1116,58054,3539395805
47031,Tennessee,26685,1596,1139,59239,1580805339
47165,Tennessee,62665,5597,1140,59304,3716275440
47021,Tennessee,9759,995,1151,59841,583963777
47127,Tennessee,2286,94,1171,60876,139141911
47085,Tennessee,5951,431,1174,61024,363127606
47009,Tennessee,56991,3423,1176,61177,3486506445
47163,Tennessee,70256,4219,1193,62036,4358400061
47119,Tennessee,42247,3126,1207,62782,2652377012
47149,Tennessee,149355,8776,1225,63681,9511106613
47093,Tennessee,260373,17321,1251,65043,16935314300
47161,Tennessee,3023,266,1262,65634,198389750
47065,Tennessee,221207,13611,1269,66004,14600442823
47000,Tennessee,3270771,227134,1297,67431,220550928201
47157,Tennessee,482470,24468,1375,71518,34505215314
47075,Tennessee,8085,412,1439,74843,605108151
47001,Tennessee,46052,2081,1536,79878,3678505830
47145,Tennessee,19050,1053,1590,82676,1574951707
47037,Tennessee,555405,34919,1598,83096,46152109230
47187,Tennessee,149366,14651,1679,87286,13037523885
47999,Tennessee,127193,22224,1942,100967,12842206609
48327,Texas,427,77,662,34417,14693276
48345,Texas,305,63,687,35700,10882461
48263,Texas,355,29,718,37332,13246813
48191,Texas,762,131,735,38203,29098173
48129,Texas,921,123,753,39176,36067867
48385,Texas,778,107,763,39666,30853382
48427,Texas,14746,666,765,39754,586238341
48137,Texas,562,73,769,39962,22462098
48131,Texas,3673,196,783,40727,149574430
48505,Texas,2819,166,796,41400,116708885
48455,Texas,2355,226,800,41603,97957722
48207,Texas,1490,197,810,42097,62713952
48119,Texas,957,110,817,42482,40651647
48243,Texas,849,88,822,42729,36291128
48215,Texas,291901,14062,825,42905,12523992874
48447,Texas,420,67,832,43285,18176008
48333,Texas,1289,150,832,43243,55736021
48323,Texas,18461,957,834,43379,800816230
48315,Texas,2263,172,841,43740,98980204
48379,Texas,2339,271,845,43966,102828583
48155,Texas,399,57,846,43978,17561684
48393,Texas,179,46,852,44289,7927818
48387,Texas,2668,248,853,44334,118264198
48061,Texas,156619,7200,857,44590,6983641524
48489,Texas,4297,318,861,44749,192280829
48403,Texas,2437,222,864,44932,109514568
48411,Texas,1588,205,865,45000,71467392
48083,Texas,2172,258,866,45041,97828238
48007,Texas,6243,696,870,45266,282612152
48483,Texas,1719,200,873,45382,78010979
48019,Texas,3679,505,875,45515,167456564
48407,Texas,2469,299,877,45616,112608108
48467,Texas,12815,1142,877,45624,584691701
48319,Texas,1157,184,884,45962,53163065
48267,Texas,1221,168,885,46026,56216936
48429,Texas,3253,314,887,46145,150129280
48153,Texas,1460,244,891,46314,67618535
48437,Texas,1834,186,892,46388,85055571
48479,Texas,107433,5996,892,46378,4982562082
48197,Texas,1314,130,893,46453,61031326
48069,Texas,2545,290,903,46980,119584633
48351,Texas,1257,135,904,47014,59092714
48107,Texas,1114,178,904,47022,52378976
48025,Texas,8453,558,904,46987,397163029
48463,Texas,9731,703,904,47006,457414135
48487,Texas,6020,335,907,47165,283914634
48093,Texas,4476,398,908,47190,211235215
48337,Texas,4925,515,910,47325,233073558
48281,Texas,5202,488,913,47459,246904701
48143,Texas,18590,1279,913,47473,882510132
48063,Texas,3814,279,916,47606,181554867
48465,Texas,18730,942,916,47625,891992131
48347,Texas,22564,1424,918,47730,1076954084
48045,Texas,357,77,919,47779,17065161
48249,Texas,15016,871,919,47794,717684438
48067,Texas,7778,568,923,47986,373256611
48049,Texas,15850,960,926,48140,763002319
48193,Texas,2877,276,928,48248,138801883
48499,Texas,10611,943,929,48289,512405381
48457,Texas,4079,349,931,48387,197383345
48445,Texas,3115,365,936,48669,151624199
48125,Texas,469,64,937,48702,22849527
48077,Texas,1621,198,937,48729,78977255
48189,Texas,10866,854,937,48708,529260343
48213,Texas,19534,1656,937,48745,952166625
48459,Texas,7753,585,940,48879,378954589
48363,Texas,8331,731,945,49166,409583213
48325,Texas,10860,898,947,49233,534672853
48359,Texas,857,94,948,49289,42236458
48017,Texas,2394,240,950,49425,118302715
48307,Texas,2298,276,956,49698,114231810
48171,Texas,12476,1238,956,49711,620207067
48075,Texas,2871,238,957,49760,142857912
48087,Texas,816,118,959,49878,40679852
48349,Texas,16462,1010,966,50252,827222700
48005,Texas,35756,1952,966,50234,1796163373
48141,Texas,333908,16825,966,50230,16772157774
48285,Texas,6148,501,972,50557,310810868
48253,Texas,3056,338,973,50611,154659724
48477,Texas,16646,1088,976,50773,845145865
48299,Texas,5656,621,977,50825,287459595
48449,Texas,17453,855,977,50811,886799598
48399,Texas,3047,280,978,50873,154991844
48373,Texas,12820,958,978,50852,651924265
48313,Texas,4312,301,981,51018,219976477
48073,Texas,14922,906,983,51098,762470857
48481,Texas,16408,1154,984,51177,839733807
48405,Texas,2014,155,986,51270,103240059
48043,Texas,4526,456,986,51286,232100831
48419,Texas,8678,611,987,51298,445142150
48009,Texas,1891,247,989,51433,97281163
48269,Texas,288,30,990,51460,14824897
48221,Texas,18544,1700,991,51551,955947606
48507,Texas,2436,178,992,51566,125637066
48133,Texas,5803,530,992,51592,299395716
48493,Texas,9578,918,993,51619,494422463
48275,Texas,1056,148,996,51814,54702642
48273,Texas,11926,631,996,51790,617668474
48169,Texas,1634,178,1002,52127,85162189
48485,Texas,53210,3366,1004,52232,2779312600
48023,Texas,1559,185,1008,52434,81761349
48391,Texas,2263,206,1008,52440,118683953
48199,Texas,12197,974,1008,52391,639030638
48277,Texas,22350,1354,1009,52468,1172651967
48295,Texas,1233,94,1012,52631,64876102
48279,Texas,3938,414,1012,52612,207213752
48471,Texas,26314,1166,1012,52613,1384452808
48059,Texas,2971,340,1018,52912,157224685
48055,Texas,10350,887,1019,52985,548408317
48241,Texas,9073,675,1020,53026,481113081
48037,Texas,42229,2482,1020,53061,2240699249
48159,Texas,3645,488,1023,53197,193893803
48161,Texas,4933,396,1025,53324,263066056
48099,Texas,14956,1025,1026,53333,797628212
48117,Texas,8400,488,1028,53436,448878519
48331,Texas,6020,519,1028,53455,321826742
48089,Texas,7491,643,1028,53442,400350268
48413,Texas,711,85,1030,53577,38111416
48401,Texas,13100,874,1037,53942,706628934
48175,Texas,1379,164,1039,54021,74486586
48115,Texas,4144,486,1039,54051,224010075
48145,Texas,2927,294,1040,54095,158354909
48021,Texas,22593,1830,1041,54112,1222543734
48177,Texas,7180,550,1043,54216,389276156
48421,Texas,1132,137,1044,54301,61487208
48381,Texas,37004,2729,1045,54315,2009855443
48041,Texas,123468,5241,1046,54374,6713483538
48303,Texas,151811,8294,1047,54452,8266460992
48247,Texas,1635,128,1052,54698,89454538
48223,Texas,14347,979,1052,54724,785142008
48205,Texas,2672,157,1055,54859,146587253
48209,Texas,95598,6330,1055,54838,5242428439
48051,Texas,4681,444,1060,55094,257909038
48011,Texas,518,83,1062,55218,28612209
48035,Texas,4077,400,1062,55213,225126033
48123,Texas,6827,585,1066,55419,378358681
48147,Texas,8689,635,1067,55486,482099067
48149,Texas,9381,860,1067,55463,520271957
48271,Texas,947,76,1068,55513,52593502
48195,Texas,2118,235,1071,55672,117940879
48291,Texas,20119,1298,1071,55677,1120188893
48469,Texas,37113,2416,1074,55837,2072305069
48441,Texas,68255,3886,1075,55914,3816376805
48357,Texas,4122,400,1076,55959,230638047
48257,Texas,43536,2668,1076,55964,2436444030
48451,Texas,50181,3105,1077,56023,2811282029
48217,Texas,11535,810,1083,56338,649867451
48105,Texas,1277,200,1085,56398,72001246
48377,Texas,2083,198,1086,56460,117621035
48151,Texas,830,116,1087,56526,46940377
48239,Texas,5632,424,1087,56510,318275446
48265,Texas,19471,1559,1087,56546,1101022265
48047,Texas,2195,148,1088,56552,124123062
48053,Texas,16807,1697,1089,56648,952051733
48367,Texas,41507,3747,1093,56835,2359043385
48397,Texas,41550,3378,1095,56941,2365917921
48111,Texas,4866,408,1099,57124,277956879
48341,Texas,12767,541,1100,57175,729943256
48369,Texas,6491,353,1101,57273,371760880
48423,Texas,113523,6931,1105,57439,6520693843
48251,Texas,59977,4062,1107,57550,3451685317
48353,Texas,6222,420,1113,57897,360262137
48139,Texas,62721,3919,1114,57911,3632214178
48335,Texas,2020,180,1116,58026,117206871
48091,Texas,76434,5146,1116,58057,4437531149
48343,Texas,3380,235,1117,58087,196349200
48181,Texas,52026,3223,1121,58282,3032178457
48237,Texas,2302,258,1126,58553,134765125
48183,Texas,74876,4316,1127,58579,4386121892
48079,Texas,742,126,1136,59098,43820891
48001,Texas,20139,1672,1138,59154,1191298769
48187,Texas,48527,2729,1139,59236,2874511477
48365,Texas,7601,559,1142,59410,451554738
48497,Texas,21209,1654,1142,59376,1259307447
48375,Texas,77805,4057,1150,59781,4651267873
48095,Texas,1038,92,1154,60002,62262326
48179,Texas,7532,552,1157,60146,453001945
48185,Texas,7978,597,1158,60220,480453750
48309,Texas,122697,6039,1161,60387,7409294647
48355,Texas,163763,8568,1163,60476,9903772622
48431,Texas,501,86,1168,60753,30416867
48211,Texas,1370,196,1172,60967,83534455
48503,Texas,7010,614,1174,61045,427927009
48473,Texas,26681,1144,1176,61149,1631534141
48443,Texas,265,48,1177,61184,16203642
48165,Texas,6744,683,1184,61568,415212409
48231,Texas,32990,1804,1184,61586,2031747155
48433,Texas,753,70,1190,61895,46607250
48163,Texas,6505,396,1192,62009,403395270
48027,Texas,129627,6521,1194,62107,8050703148
48203,Texas,21545,1456,1196,62209,1340257956
48287,Texas,7847,466,1203,62553,490839870
48259,Texas,20557,1942,1203,62562,1286090132
48157,Texas,251283,18369,1203,62566,15721854575
48167,Texas,122734,6943,1205,62650,7689291380
48371,Texas,5372,464,1206,62712,336896571
48097,Texas,16535,1110,1209,62891,1039889769
48409,Texas,21522,1217,1213,63090,1357844887
48305,Texas,1489,188,1216,63219,94143419
48013,Texas,14358,942,1220,63426,910655483
48261,Texas,266,30,1235,64197,17097811
48031,Texas,4095,494,1235,64238,263042343
48361,Texas,24358,1478,1240,64481,1570629405
48033,Texas,412,76,1243,64655,26653942
48225,Texas,7622,1024,1245,64764,493656575
48289,Texas,5852,424,1247,64846,379449264
48435,Texas,1153,161,1252,65129,75098982
48227,Texas,12785,922,1255,65285,834685746
48219,Texas,8879,614,1257,65382,580550267
48121,Texas,313782,20760,1262,65626,20592326937
48029,Texas,932387,45524,1267,65875,61420652184
48293,Texas,8717,405,1274,66254,577544009
48297,Texas,3717,315,1297,67440,250704281
48015,Texas,13271,1532,1303,67754,899131749
48039,Texas,122793,6858,1312,68223,8377383713
48321,Texas,11209,824,1327,68994,773377423
48311,Texas,568,87,1344,69878,39708341
48245,Texas,124861,5839,1346,69970,8736496998
48339,Texas,227434,15222,1351,70262,15979889896
48255,Texas,6178,409,1380,71755,443278047
48439,Texas,1010352,50573,1398,72674,73425813384
48081,Texas,1094,111,1422,73934,80921272
48127,Texas,5802,317,1424,74041,429574239
48317,Texas,2341,232,1430,74343,174011856
48415,Texas,6391,468,1442,74986,479220962
48135,Texas,79763,4285,1443,75029,5984513416
48417,Texas,1292,137,1445,75130,97080220
48233,Texas,7646,451,1445,75137,574457432
48229,Texas,1282,80,1450,75391,96638902
48000,Texas,13936364,846066,1450,75394,1050719656261
48425,Texas,3974,266,1461,75994,302006902
48103,Texas,1306,114,1462,76039,99319858
48395,Texas,6341,393,1475,76715,486432709
48071,Texas,22140,930,1480,76934,1703364218
48101,Texas,830,174,1502,78127,64826099
48501,Texas,3378,277,1522,79119,267237548
48003,Texas,7710,540,1532,79647,614108277
48491,Texas,232299,15692,1545,80330,18660583612
48389,Texas,7721,500,1547,80453,621207804
48475,Texas,6516,403,1555,80838,526749377
48383,Texas,1724,154,1564,81327,140173509
48173,Texas,812,139,1607,83563,67818333
48057,Texas,14078,687,1611,83793,1179593687
48283,Texas,3137,197,1629,84715,265778562
48461,Texas,3975,129,1686,87660,348440762
48085,Texas,546526,34830,1694,88091,48143850867
48201,Texas,2445972,124542,1703,88554,216600284450
48113,Texas,1826215,84182,1717,89284,163051503588
48109,Texas,1547,109,1787,92909,143769401
48495,Texas,4144,239,1805,93855,388973033
48453,Texas,903333,51913,1851,96267,86961111118
48329,Texas,118325,6420,1869,97166,11497127714
48235,Texas,788,75,1873,97418,76806211
48065,Texas,6841,190,1903,98977,677139893
48301,Texas,772,19,2054,106800,82458191
48999,Texas,585203,100419,2105,109436,64042115382
49031,Utah,315,62,691,35949,11317951
49009,Utah,410,58,789,41037,16821692
49017,Utah,2517,292,803,41748,105091296
49055,Utah,1232,158,833,43295,53361177
49033,Utah,1174,161,840,43704,51326828
49025,Utah,4062,438,844,43909,178336604
49001,Utah,2715,268,852,44316,120336441
49039,Utah,9381,743,854,44420,416718205
49023,Utah,4543,401,899,46736,212316358
49019,Utah,6934,688,905,47058,326320142
49041,Utah,9927,812,918,47714,473664011
49021,Utah,24829,2224,928,48239,1197732107
49053,Utah,86508,8256,936,48688,4211884597
49037,Utah,4647,386,956,49715,231044014
49007,Utah,8653,644,969,50378,435927036
49005,Utah,63167,4556,1005,52281,3302435030
49045,Utah,20615,1519,1033,53737,1107792112
49029,Utah,3306,455,1038,53990,178512827
49027,Utah,5495,466,1069,55610,305581286
49051,Utah,12108,1655,1092,56807,687840778
49047,Utah,15177,1375,1098,57108,866707792
49015,Utah,3675,273,1100,57193,210177839
49013,Utah,8970,854,1113,57898,519323012
49057,Utah,121786,7433,1129,58684,7146879824
49011,Utah,144747,10532,1135,59003,8540475266
49003,Utah,23942,1624,1138,59175,1416794263
49049,Utah,295152,22527,1205,62648,18490812522
49000,Utah,1714013,139514,1286,66894,114656429397
49043,Utah,31820,3588,1293,67235,2139403658
49035,Utah,796203,67066,1490,77495,61701494729
50009,Vermont,1069,180,955,49646,53075506
50013,Vermont,1383,299,965,50181,69396534
50019,Vermont,10532,1102,988,51363,540961531
50017,Vermont,7898,1015,1064,55315,436895526
50005,Vermont,11117,1220,1065,55371,615536033
50025,Vermont,20831,2493,1092,56758,1182343618
50015,Vermont,12436,1540,1111,57777,718518376
50021,Vermont,25313,2662,1130,58753,1487240029
50003,Vermont,16750,1938,1133,58906,986696730
50999,Vermont,9095,776,1148,59691,542883406
50001,Vermont,15525,1811,1155,60042,932170771
50011,Vermont,17250,1561,1202,62487,1077913231
50027,Vermont,23153,3052,1209,62855,1455291957
50000,Vermont,309138,32245,1240,64466,19928789617
50023,Vermont,33484,3178,1304,67784,2269653501
50007,Vermont,103301,9418,1407,73186,7560212868
51077,Virginia,3415,359,727,37811,129116198
51141,Virginia,4110,484,769,40000,164400340
51035,Virginia,5796,654,786,40868,236889536
51011,Virginia,3602,533,788,40983,147634342
51063,Virginia,3762,520,793,41257,155219182
51595,Virginia,3366,270,794,41303,139010509
51115,Virginia,1576,257,798,41476,65365754
51620,Virginia,3982,320,800,41607,165659774
51640,Virginia,5805,400,801,41651,241783188
51139,Virginia,5550,613,830,43184,239684177
51131,Virginia,4561,592,832,43255,197291677
51570,Virginia,9693,757,834,43347,420173242
51690,Virginia,9239,959,836,43459,401512763
51193,Virginia,3218,476,840,43691,140620810
51079,Virginia,4052,547,841,43718,177158016
51163,Virginia,6110,562,850,44224,270211287
51091,Virginia,615,135,856,44493,27355633
51185,Virginia,13713,1000,861,44784,614136395
51169,Virginia,4980,407,865,44964,223943389
51105,Virginia,4190,522,868,45126,189061114
51005,Virginia,3293,490,878,45643,150313797
51720,Virginia,3064,231,879,45715,140087196
51089,Virginia,15729,1717,880,45753,719655126
51057,Virginia,3546,410,882,45848,162570946
51049,Virginia,1444,256,884,45970,66366075
51037,Virginia,2737,543,886,46079,126134529
51119,Virginia,3389,413,894,46498,157582501
51197,Virginia,11575,936,895,46558,538915750
51735,Virginia,1862,256,896,46583,86733609
51159,Virginia,2727,286,899,46751,127504384
51067,Virginia,15666,1617,899,46740,732213426
51520,Virginia,10383,614,902,46921,487172898
51195,Virginia,10969,794,904,46985,515362249
51009,Virginia,8168,795,909,47248,385906954
51073,Virginia,10102,1134,915,47565,480517242
51111,Virginia,2357,356,917,47706,112427676
51007,Virginia,2522,411,921,47867,120731967
51790,Virginia,11440,928,921,47917,548179600
51125,Virginia,3982,560,924,48069,191429480
51033,Virginia,6591,754,926,48154,317365347
51173,Virginia,11649,816,928,48271,562295921
51167,Virginia,6150,565,929,48286,296977161
51019,Virginia,18602,2307,930,48340,899220270
51191,Virginia,20425,1578,932,48472,990043688
51157,Virginia,1528,292,934,48556,74181413
51143,Virginia,12854,1428,936,48651,625338518
51147,Virginia,8733,721,938,48770,425891095
51175,Virginia,3588,346,942,48968,175718037
51820,Virginia,9556,776,943,49057,468767339
